season,notes,date_signed,date_declared,sort_order,player_id,player_full_name,player_link,original_team_id,original_team_name,original_team_link,new_team_id,new_team_name,new_team_link,position_code,position_name,position_type,position_abbreviation,signed_year
2003,One-year contract,2004-03-16,2003-12-21,NA,150148,Rod Barajas,/api/v1/people/150148,109,Arizona Diamondbacks,/api/v1/teams/109,140,Texas Rangers,/api/v1/teams/140,2,Catcher,Catcher,C,2004
2003,Part of a three-team trade with OAK,2003-12-15,2003-12-15,NA,136664,Michael Barrett,/api/v1/people/136664,120,Montreal Expos,/api/v1/teams/120,112,Chicago Cubs,/api/v1/teams/112,2,Catcher,Catcher,C,2003
2003,Three-year contract,2003-12-18,2003-11-07,NA,110683,Miguel Batista,/api/v1/people/110683,109,Arizona Diamondbacks,/api/v1/teams/109,141,Toronto Blue Jays,/api/v1/teams/141,S,Starting Pitcher,Pitcher,SP,2003
2003,NA,2004-01-06,2003-10-30,NA,110682,Tony Batista,/api/v1/people/110682,110,Baltimore Orioles,/api/v1/teams/110,120,Montreal Expos,/api/v1/teams/120,5,Third Base,Infielder,3B,2004
2003,"<a href=""/NASApp/mlb/sd/news/sd_news.jsp?ymd=20031206&content_id=613154&vkey=news_sd&fext=.jsp&c_id=sdn"">One-year contract with a club option for 2005</a>",2003-12-06,2003-10-27,NA,110763,Rod Beck,/api/v1/people/110763,135,San Diego Padres,/api/v1/teams/135,135,San Diego Padres,/api/v1/teams/135,E,Relief Pitcher,Pitcher,RP,2003
2003,"<a href=""/NASApp/mlb/ari/news/ari_news.jsp?ymd=20040209&content_id=635797&vkey=news_ari&fext=.jsp"">Retired</a>",NA,2003-11-06,NA,110826,Jay Bell,/api/v1/people/110826,121,New York Mets,/api/v1/teams/121,NA,NA,/api/v1/teams/null,3,First Base,Infielder,1B,NA
2003,NA,NA,2003-11-07,NA,110839,Albert Belle,/api/v1/people/110839,110,Baltimore Orioles,/api/v1/teams/110,NA,NA,/api/v1/teams/null,O,Outfield,Outfielder,OF,NA
2003,One-year contract,2003-12-26,2003-11-20,NA,150071,Ronnie Belliard,/api/v1/people/150071,115,Colorado Rockies,/api/v1/teams/115,114,Cleveland Indians,/api/v1/teams/114,4,Second Base,Infielder,2B,2003
2003,"<a href=""/NASApp/mlb/cws/news/cws_news.jsp?ymd=20040121&content_id=629879&vkey=news_cws&fext=.jsp"">Minor league contract</a>
",2004-01-21,2003-10-29,NA,110847,Marvin Benard,/api/v1/people/110847,137,San Francisco Giants,/api/v1/teams/137,145,Chicago White Sox,/api/v1/teams/145,O,Outfield,Outfielder,OF,2004
2003,NA,2004-01-06,2003-10-27,NA,110859,Armando Benitez,/api/v1/people/110859,136,Seattle Mariners,/api/v1/teams/136,146,Florida Marlins,/api/v1/teams/146,E,Relief Pitcher,Pitcher,RP,2004
2003,"<a href=""/NASApp/mlb/cle/news/cle_news.jsp?ymd=20031103&content_id=598337&vkey=news_cle&fext=.jsp&c_id=cle"">Minor league contract</a>",2003-11-13,2003-10-31,NA,110891,Jason Bere,/api/v1/people/110891,114,Cleveland Indians,/api/v1/teams/114,114,Cleveland Indians,/api/v1/teams/114,S,Starting Pitcher,Pitcher,SP,2003
2003,"<a href=""/NASApp/mlb/bos/news/bos_news.jsp?ymd=20040116&content_id=628715&vkey=news_bos&fext=.jsp"">One-year contract</a>",2004-01-16,2003-10-15,NA,150149,Nick Bierbrodt,/api/v1/people/150149,114,Cleveland Indians,/api/v1/teams/114,111,Boston Red Sox,/api/v1/teams/111,E,Relief Pitcher,Pitcher,RP,2004
2003,One-year contract,2003-12-18,2003-10-13,NA,111072,Henry Blanco,/api/v1/people/111072,144,Atlanta Braves,/api/v1/teams/144,142,Minnesota Twins,/api/v1/teams/142,2,Catcher,Catcher,C,2003
2003,"<a href=""/NASApp/mlb/hou/news/hou_news.jsp?ymd=20040107&content_id=626094&vkey=news_hou&fext=.jsp"">Minor league contract</a>",2004-01-07,2003-12-20,NA,429280,Nate Bland,/api/v1/people/429280,117,Houston Astros,/api/v1/teams/117,117,Houston Astros,/api/v1/teams/117,E,Relief Pitcher,Pitcher,RP,2004
2003,Traded for Brandon Backe,2003-12-14,2003-12-14,NA,150398,Geoff Blum,/api/v1/people/150398,117,Houston Astros,/api/v1/teams/117,139,Tampa Bay Devil Rays,/api/v1/teams/139,I,Infield,Infielder,IF,2003
2003,Minor league contract,2004-01-21,2003-10-15,NA,150375,Hiram Bocachica,/api/v1/people/150375,116,Detroit Tigers,/api/v1/teams/116,136,Seattle Mariners,/api/v1/teams/136,O,Outfield,Outfielder,OF,2004
2003,Released,NA,2004-02-26,NA,111213,Aaron Boone,/api/v1/people/111213,147,New York Yankees,/api/v1/teams/147,NA,NA,/api/v1/teams/null,5,Third Base,Infielder,3B,NA
2003,NA,2003-12-15,2003-10-30,NA,111232,Pat Borders,/api/v1/people/111232,136,Seattle Mariners,/api/v1/teams/136,136,Seattle Mariners,/api/v1/teams/136,2,Catcher,Catcher,C,2003
2003,NA,NA,2003-10-29,NA,111234,Mike Bordick,/api/v1/people/111234,141,Toronto Blue Jays,/api/v1/teams/141,NA,NA,/api/v1/teams/null,6,Shortstop,Infielder,SS,NA
2003,"<a href=""/NASApp/mlb/fla/news/fla_news.jsp?ymd=20031222&content_id=622160&vkey=news_fla&fext=.jsp&c_id=flo"">Minor league contract</a>",2003-12-22,2003-12-20,NA,111241,Toby Borland,/api/v1/people/111241,146,Florida Marlins,/api/v1/teams/146,146,Florida Marlins,/api/v1/teams/146,E,Relief Pitcher,Pitcher,RP,2003
2003,"<a href=""/NASApp/mlb/mil/news/mil_press_release.jsp?ymd=20031112&content_id=602770&vkey=pr_mil&fext=.jsp&c_id=mil"">Minor league contract</a>",2003-11-12,2003-10-27,NA,406954,Brian Bowles,/api/v1/people/406954,141,Toronto Blue Jays,/api/v1/teams/141,158,Milwaukee Brewers,/api/v1/teams/158,E,Relief Pitcher,Pitcher,RP,2003
2003,Minor league contract,2004-02-25,2003-11-02,NA,111369,Darren Bragg,/api/v1/people/111369,144,Atlanta Braves,/api/v1/teams/144,147,New York Yankees,/api/v1/teams/147,O,Outfield,Outfielder,OF,2004
2003,Minor league contract,2004-02-05,2003-12-21,NA,137140,Russell Branyan,/api/v1/people/137140,113,Cincinnati Reds,/api/v1/teams/113,144,Atlanta Braves,/api/v1/teams/144,I,Infield,Infielder,IF,2004
2003,"<a href=""/NASApp/mlb/la/news/la_news.jsp?ymd=20040106&content_id=625845&vkey=news_la&fext=.jsp"">Minor league contract</a>",2004-01-06,2003-12-20,NA,150151,Troy Brohawn,/api/v1/people/150151,119,Los Angeles Dodgers,/api/v1/teams/119,119,Los Angeles Dodgers,/api/v1/teams/119,E,Relief Pitcher,Pitcher,RP,2004
2003,Minor league contract,2004-01-06,NA,NA,111531,Adrian Brown,/api/v1/people/111531,111,Boston Red Sox,/api/v1/teams/111,118,Kansas City Royals,/api/v1/teams/118,O,Outfield,Outfielder,OF,2004
2003,Minor league contract,2003-11-10,NA,NA,400119,Mark Budzinski,/api/v1/people/400119,113,Cincinnati Reds,/api/v1/teams/113,143,Philadelphia Phillies,/api/v1/teams/143,O,Outfield,Outfielder,OF,2003
2003,"<a href=""/NASApp/mlb/hou/news/hou_news.jsp?ymd=20040107&content_id=626094&vkey=news_hou&fext=.jsp"">Minor league contract</a>",2004-01-07,2003-10-15,NA,136580,Kirk Bullinger,/api/v1/people/136580,117,Houston Astros,/api/v1/teams/117,117,Houston Astros,/api/v1/teams/117,E,Relief Pitcher,Pitcher,RP,2004
2003,NA,2003-12-07,2003-10-30,NA,111692,Dave Burba,/api/v1/people/111692,158,Milwaukee Brewers,/api/v1/teams/158,158,Milwaukee Brewers,/api/v1/teams/158,E,Relief Pitcher,Pitcher,RP,2003
2003,NA,NA,2003-10-28,NA,111734,John Burkett,/api/v1/people/111734,111,Boston Red Sox,/api/v1/teams/111,NA,NA,/api/v1/teams/null,S,Starting Pitcher,Pitcher,SP,NA
2003,Six-year free agent,NA,2003-10-15,NA,328692,Morgan Burkhart,/api/v1/people/328692,118,Kansas City Royals,/api/v1/teams/118,NA,NA,/api/v1/teams/null,3,First Base,Infielder,1B,NA
2003,NA,2004-02-06,2003-10-28,NA,111736,Ellis Burks,/api/v1/people/111736,114,Cleveland Indians,/api/v1/teams/114,111,Boston Red Sox,/api/v1/teams/111,10,Designated Hitter,Hitter,DH,2004
2003,NA,2004-01-09,2003-10-26,NA,111742,Jeromy Burnitz,/api/v1/people/111742,119,Los Angeles Dodgers,/api/v1/teams/119,115,Colorado Rockies,/api/v1/teams/115,O,Outfield,Outfielder,OF,2004
2003,"<a href=""/NASApp/mlb/stl/news/stl_news.jsp?ymd=20031209&content_id=614471&vkey=news_stl&fext=.jsp&c_id=sln"">One-year contract</a>",2003-12-09,2003-10-15,NA,150450,Brent Butler,/api/v1/people/150450,115,Colorado Rockies,/api/v1/teams/115,138,St. Louis Cardinals,/api/v1/teams/138,4,Second Base,Infielder,2B,2003
2003,NA,2003-12-19,2003-10-26,NA,111867,Miguel Cairo,/api/v1/people/111867,138,St. Louis Cardinals,/api/v1/teams/138,147,New York Yankees,/api/v1/teams/147,I,Infield,Infielder,IF,2003
2003,Three years with a club option for 2007,2003-12-23,2003-10-27,NA,111904,Mike Cameron,/api/v1/people/111904,136,Seattle Mariners,/api/v1/teams/136,121,New York Mets,/api/v1/teams/121,O,Outfield,Outfielder,OF,2003
2003,"Traded with Craig Counsell, Chad Moeller, Lyle Overbay, Jorge De La Rosa and Junior Spivey for Shane Nance, Richie Sexson, and a PTBN (Noochie Varner)",2003-12-01,2003-12-01,NA,425626,Chris Capuano,/api/v1/people/425626,109,Arizona Diamondbacks,/api/v1/teams/109,158,Milwaukee Brewers,/api/v1/teams/158,S,Starting Pitcher,Pitcher,SP,2003
2003,Minor league contract,2003-12-08,2003-10-10,NA,112030,Giovanni Carrara,/api/v1/people/112030,136,Seattle Mariners,/api/v1/teams/136,114,Cleveland Indians,/api/v1/teams/114,E,Relief Pitcher,Pitcher,RP,2003
2003,NA,2003-12-11,2003-10-30,NA,112106,Vinny Castilla,/api/v1/people/112106,144,Atlanta Braves,/api/v1/teams/144,115,Colorado Rockies,/api/v1/teams/115,5,Third Base,Infielder,3B,2003
2003,"<a href=""http://florida.marlins.mlb.com/NASApp/mlb/fla/news/fla_news.jsp?ymd=20031207&content_id=613221&vkey=news_fla&fext=.jsp&c_id=flo"">Three-year contract with an option for a fourth season</a>",2003-12-07,2003-11-06,NA,112116,Luis Castillo,/api/v1/people/112116,146,Florida Marlins,/api/v1/teams/146,146,Florida Marlins,/api/v1/teams/146,4,Second Base,Infielder,2B,2003
2003,Non-tendered,NA,2003-12-20,NA,425648,Travis Chapman,/api/v1/people/425648,143,Philadelphia Phillies,/api/v1/teams/143,NA,NA,/api/v1/teams/null,5,Third Base,Infielder,3B,NA
2003,Minor league contract,2003-12-03,2003-10-03,NA,136600,Bruce Chen,/api/v1/people/136600,111,Boston Red Sox,/api/v1/teams/111,141,Toronto Blue Jays,/api/v1/teams/141,S,Starting Pitcher,Pitcher,SP,2003
2003,Minor league contract,2004-01-09,2003-12-20,NA,400130,Scott Chiasson,/api/v1/people/400130,112,Chicago Cubs,/api/v1/teams/112,112,Chicago Cubs,/api/v1/teams/112,E,Relief Pitcher,Pitcher,RP,2004
2003,Traded with Nick Johnson and Juan Rivera for Javier Vazquez. 3/27/2004: Traded to ARI for John Patterson,2003-12-16,2003-12-16,NA,329092,Randy Choate,/api/v1/people/329092,147,New York Yankees,/api/v1/teams/147,120,Montreal Expos,/api/v1/teams/120,E,Relief Pitcher,Pitcher,RP,2003
2003,Minor league contract,2003-11-05,2003-10-01,NA,134342,Ryan Christenson,/api/v1/people/134342,140,Texas Rangers,/api/v1/teams/140,146,Florida Marlins,/api/v1/teams/146,O,Outfield,Outfielder,OF,2003
2003,NA,2004-01-12,2003-10-27,NA,112316,Tony Clark,/api/v1/people/112316,121,New York Mets,/api/v1/teams/121,147,New York Yankees,/api/v1/teams/147,3,First Base,Infielder,1B,2004
2003,Minor league contract,2003-12-23,2003-10-15,NA,400075,Jermaine Clark,/api/v1/people/400075,140,Texas Rangers,/api/v1/teams/140,113,Cincinnati Reds,/api/v1/teams/113,O,Outfield,Outfielder,OF,2003
2003,NA,2004-01-09,2003-10-27,NA,112381,Royce Clayton,/api/v1/people/112381,158,Milwaukee Brewers,/api/v1/teams/158,115,Colorado Rockies,/api/v1/teams/115,6,Shortstop,Infielder,SS,2004
2003,NA,2004-01-19,2003-11-06,NA,112388,Roger Clemens,/api/v1/people/112388,147,New York Yankees,/api/v1/teams/147,117,Houston Astros,/api/v1/teams/117,S,Starting Pitcher,Pitcher,SP,2004
2003,Club option exercised,2003-11-07,2003-11-07,NA,136725,Matt Clement,/api/v1/people/136725,112,Chicago Cubs,/api/v1/teams/112,112,Chicago Cubs,/api/v1/teams/112,S,Starting Pitcher,Pitcher,SP,2003
2003,Four-year contract,2003-12-10,2003-10-27,NA,112526,Bartolo Colon,/api/v1/people/112526,145,Chicago White Sox,/api/v1/teams/145,108,Anaheim Angels,/api/v1/teams/108,S,Starting Pitcher,Pitcher,SP,2003
2003,"<a href=""http://mlb.mlb.com/NASApp/mlb/tex/news/tex_press_release.jsp?ymd=20031126&content_id=608827&vkey=pr_tex&fext=.jsp"">Minor league contract</a>",2003-11-26,NA,NA,150152,Jason Conti,/api/v1/people/150152,158,Milwaukee Brewers,/api/v1/teams/158,140,Texas Rangers,/api/v1/teams/140,O,Outfield,Outfielder,OF,2003
2003,NA,NA,2003-10-31,NA,112641,Ron Coomer,/api/v1/people/112641,119,Los Angeles Dodgers,/api/v1/teams/119,NA,NA,/api/v1/teams/null,3,First Base,Infielder,1B,NA
2003,NA,2004-02-06,2003-10-26,NA,112680,Wil Cordero,/api/v1/people/112680,120,Montreal Expos,/api/v1/teams/120,146,Florida Marlins,/api/v1/teams/146,3,First Base,Infielder,1B,2004
2003,Club option exercised,NA,2003-10-27,NA,112690,Rheal Cormier,/api/v1/people/112690,143,Philadelphia Phillies,/api/v1/teams/143,NA,NA,/api/v1/teams/null,E,Relief Pitcher,Pitcher,RP,NA
2003,"Traded with Chris Capuano, Chad Moeller, Lyle Overbay, Jorge De La Rosa and Junior Spivey for Shane Nance, Richie Sexson and a PTBN (Noochie Varner)",2003-12-01,2003-12-01,NA,112736,Craig Counsell,/api/v1/people/112736,109,Arizona Diamondbacks,/api/v1/teams/109,158,Milwaukee Brewers,/api/v1/teams/158,6,Shortstop,Infielder,SS,2003
2003,"<a href=""/NASApp/mlb/stl/news/stl_press_release.jsp?ymd=20040214&content_id=637181&vkey=pr_stl&fext=.jsp"">Minor league contract</a>",2004-02-14,2003-10-27,NA,150034,Doug Creek,/api/v1/people/150034,141,Toronto Blue Jays,/api/v1/teams/141,138,St. Louis Cardinals,/api/v1/teams/138,E,Relief Pitcher,Pitcher,RP,2004
2003,"<a href=""/NASApp/mlb/tb/news/tb_news.jsp?ymd=20031216&content_id=619845&vkey=news_tb&fext=.jsp&c_id=tba"">Two-year contract</a>",2003-12-17,2003-10-22,NA,112903,José Cruz Jr.,/api/v1/people/112903,137,San Francisco Giants,/api/v1/teams/137,139,Tampa Bay Devil Rays,/api/v1/teams/139,O,Outfield,Outfielder,OF,2003
2003,Traded with Steve Smyth for Andy Pratt and Richard Lewis.,2004-03-25,2004-03-25,NA,407297,Juan Cruz,/api/v1/people/407297,112,Chicago Cubs,/api/v1/teams/112,144,Atlanta Braves,/api/v1/teams/144,S,Starting Pitcher,Pitcher,SP,2004
2003,NA,2004-01-07,2003-11-12,NA,112897,Deivi Cruz,/api/v1/people/112897,110,Baltimore Orioles,/api/v1/teams/110,139,Tampa Bay Devil Rays,/api/v1/teams/139,6,Shortstop,Infielder,SS,2004
2003,"<a href=""/NASApp/mlb/cle/news/cle_news.jsp?ymd=20040105&content_id=625063&vkey=news_cle&fext=.jsp&c_id=cle"">Minor league contract</a>",2004-01-05,2003-10-02,NA,113026,Jeff D'Amico,/api/v1/people/113026,134,Pittsburgh Pirates,/api/v1/teams/134,114,Cleveland Indians,/api/v1/teams/114,S,Starting Pitcher,Pitcher,SP,2004
2003,"<a href=""/NASApp/mlb/cws/news/cws_news.jsp?ymd=20040116&content_id=628525&vkey=news_cws&fext=.jsp"">Minor league contract</a>",2004-01-16,2003-10-08,NA,133240,Vic Darensbourg,/api/v1/people/133240,120,Montreal Expos,/api/v1/teams/120,145,Chicago White Sox,/api/v1/teams/145,E,Relief Pitcher,Pitcher,RP,2004
2003,"<a href=""/NASApp/mlb/kc/news/kc_news.jsp?ymd=20031031&content_id=597293&vkey=news_kc&fext=.jsp&c_id=kca"">Minor league ontract</a>",2003-10-31,NA,NA,425307,Joe Dawley,/api/v1/people/425307,144,Atlanta Braves,/api/v1/teams/144,118,Kansas City Royals,/api/v1/teams/118,E,Relief Pitcher,Pitcher,RP,2003
2003,NA,2003-12-27,2003-12-21,NA,136304,Valerio De Los Santos,/api/v1/people/136304,143,Philadelphia Phillies,/api/v1/teams/143,141,Toronto Blue Jays,/api/v1/teams/141,E,Relief Pitcher,Pitcher,RP,2003
2003,NA,2004-01-08,2003-11-07,NA,113211,Mike DeJean,/api/v1/people/113211,138,St. Louis Cardinals,/api/v1/teams/138,110,Baltimore Orioles,/api/v1/teams/110,E,Relief Pitcher,Pitcher,RP,2004
2003,One-year contract,2003-12-23,2003-12-21,NA,113240,David Dellucci,/api/v1/people/113240,147,New York Yankees,/api/v1/teams/147,140,Texas Rangers,/api/v1/teams/140,O,Outfield,Outfielder,OF,2003
2003,One-year contract,2003-12-18,2003-10-26,NA,113358,Mike DiFelice,/api/v1/people/113358,118,Kansas City Royals,/api/v1/teams/118,116,Detroit Tigers,/api/v1/teams/116,2,Catcher,Catcher,C,2003
2003,"Traded with Eli Marrero for Ray King, Jason Marquis and Adam Wainwright",2003-12-14,2003-12-14,NA,136770,J.D. Drew,/api/v1/people/136770,138,St. Louis Cardinals,/api/v1/teams/138,144,Atlanta Braves,/api/v1/teams/144,O,Outfield,Outfielder,OF,2003
2003,"<a href=""/NASApp/mlb/col/news/col_news.jsp?ymd=20031217&content_id=620165&vkey=news_col&fext=.jsp"">Minor league contract</a>",2003-12-20,2003-10-15,NA,150344,Travis Driskill,/api/v1/people/150344,110,Baltimore Orioles,/api/v1/teams/110,115,Colorado Rockies,/api/v1/teams/115,E,Relief Pitcher,Pitcher,RP,2003
2003,"<a href=""http://toronto.bluejays.mlb.com/NASApp/mlb/tor/news/tor_news.jsp?ymd=20031227&content_id=623419&vkey=news_tor&fext=.jsp&c_id=tor"">Minor league contract</a>",2003-12-27,2003-12-20,NA,284565,Jayson Durocher,/api/v1/people/284565,158,Milwaukee Brewers,/api/v1/teams/158,141,Toronto Blue Jays,/api/v1/teams/141,E,Relief Pitcher,Pitcher,RP,2003
2003,Minor league contract,2003-11-16,2003-10-15,NA,227495,Trent Durrington,/api/v1/people/227495,108,Anaheim Angels,/api/v1/teams/108,158,Milwaukee Brewers,/api/v1/teams/158,I,Infield,Infielder,IF,2003
2003,NA,NA,2003-10-03,NA,276541,Dave Elder,/api/v1/people/276541,114,Cleveland Indians,/api/v1/teams/114,NA,NA,/api/v1/teams/null,E,Relief Pitcher,Pitcher,RP,NA
2003,NA,2003-12-07,2003-10-27,NA,113793,Cal Eldred,/api/v1/people/113793,138,St. Louis Cardinals,/api/v1/teams/138,138,St. Louis Cardinals,/api/v1/teams/138,E,Relief Pitcher,Pitcher,RP,2003
2003,Traded for Travis Ezi,2003-12-13,2003-12-13,NA,113845,Juan Encarnacion,/api/v1/people/113845,146,Florida Marlins,/api/v1/teams/146,119,Los Angeles Dodgers,/api/v1/teams/119,O,Outfield,Outfielder,OF,2003
2003,Minor league contract,2004-01-13,2003-10-27,NA,113884,Scott Erickson,/api/v1/people/113884,110,Baltimore Orioles,/api/v1/teams/110,121,New York Mets,/api/v1/teams/121,S,Starting Pitcher,Pitcher,SP,2004
2003,NA,2003-11-24,2003-10-26,NA,113898,Kelvim Escobar,/api/v1/people/113898,141,Toronto Blue Jays,/api/v1/teams/141,108,Anaheim Angels,/api/v1/teams/108,S,Starting Pitcher,Pitcher,SP,2003
2003,Minor league contract,2004-02-25,2003-10-10,NA,113911,Bobby Estalella,/api/v1/people/113911,115,Colorado Rockies,/api/v1/teams/115,109,Arizona Diamondbacks,/api/v1/teams/109,2,Catcher,Catcher,C,2004
2003,Minor league contract,2004-03-05,2003-10-30,NA,113915,Shawn Estes,/api/v1/people/113915,112,Chicago Cubs,/api/v1/teams/112,115,Colorado Rockies,/api/v1/teams/115,S,Starting Pitcher,Pitcher,SP,2004
2003,Minor league contract,2003-12-20,2003-11-07,NA,150003,Seth Etherton,/api/v1/people/150003,113,Cincinnati Reds,/api/v1/teams/113,113,Cincinnati Reds,/api/v1/teams/113,S,Starting Pitcher,Pitcher,SP,2003
2003,NA,2003-12-19,2003-10-27,NA,113946,Carl Everett,/api/v1/people/113946,145,Chicago White Sox,/api/v1/teams/145,120,Montreal Expos,/api/v1/teams/120,O,Outfield,Outfielder,OF,2003
2003,NA,2004-01-14,2003-11-02,NA,114032,Jeff Fassero,/api/v1/people/114032,138,St. Louis Cardinals,/api/v1/teams/138,115,Colorado Rockies,/api/v1/teams/115,E,Relief Pitcher,Pitcher,RP,2004
2003,One-year contract,2004-01-09,2003-11-05,NA,137001,Robert Fick,/api/v1/people/137001,144,Atlanta Braves,/api/v1/teams/144,139,Tampa Bay Devil Rays,/api/v1/teams/139,3,First Base,Infielder,1B,2004
2003,Minor league contract,2004-01-19,2003-12-21,NA,407235,Jeremy Fikac,/api/v1/people/407235,133,Oakland Athletics,/api/v1/teams/133,120,Montreal Expos,/api/v1/teams/120,E,Relief Pitcher,Pitcher,RP,2004
2003,NA,2003-12-15,2003-10-26,NA,114208,John Flaherty,/api/v1/people/114208,147,New York Yankees,/api/v1/teams/147,147,New York Yankees,/api/v1/teams/147,2,Catcher,Catcher,C,2003
